price,size,rooms,baths,parking,neighborhood
320000000,100.0,4,2.0,0,sabaneta cerca al parque
295000000,90.0,3,2.0,1,medellin suroccidente
320000000,97.0,3,2.0,0,envigado camino verde
310000000,90.0,3,2.0,1,medellin loma de los bernal
280000000,106.0,3,2.0,0,medellin florida nueva
320000000,92.0,4,2.0,0,medellin belen la nubia
270000000,109.0,3,2.0,0,envigado el dorado
340000000,97.0,3,2.0,2,envigado camino verde
300000000,96.0,3,2.0,1,medellin calasanz
200000000,135.0,3,2.0,0,medellin buenos aires
275000000,197.0,3,3.0,1,medellin centro
280000000,95.0,4,3.0,2,envigado altos de misael
350000000,178.0,3,3.0,0,envigado la paz
320000000,120.0,3,2.0,1,sabaneta villas del carmen
345000000,92.0,3,2.0,1,envigado cumbres
350000000,97.0,3,2.0,1,envigado alcala
320000000,100.0,3,2.0,1,envigado la cuenca
285000000,104.0,3,3.0,0,medellin la america
320000000,95.0,3,2.0,0,medellin belen san bernardo
140000000,94.0,4,2.0,0,medellin el salvador
268000000,94.0,3,2.0,0,medellin conquistadores
155000000,116.0,4,2.0,0,itagui robles del sur
350000000,98.0,3,2.0,1,medellin laureles
120000000,94.0,3,2.0,0,medellin castilla
340000000,100.0,3,3.0,2,medellin el poblado
300000000,166.0,4,3.0,1,medellin occidente
160000000,91.0,4,3.0,0,medellin robledo
350000000,140.0,3,3.0,0,itagui suramerica
305000000,105.0,3,2.0,1,medellin loma de los bernal
211500000,90.0,3,2.0,1,itagui santa maria n 1
260000000,113.0,3,2.0,2,medellin belen la palma
260000000,100.0,3,3.0,0,envigado barrio obrero
345000000,90.0,3,3.0,2,envigado las antillas
345000000,121.0,3,3.0,2,medellin el rodeo
348000000,105.0,3,2.0,1,medellin malibu
350000000,141.0,4,2.0,0,envigado alcala
230000000,110.0,3,2.0,0,medellin el salvador
200000000,130.0,3,2.0,0,itagui santa maria
325000000,105.0,3,2.0,0,itagui suramerica
205000000,125.0,4,2.0,0,medellin suroccidente
250000000,134.0,3,2.0,1,medellin guayabal
335000000,97.0,3,2.0,2,sabaneta sabaneta san jose
340000000,100.0,3,2.0,2,medellin barrio triste
340000000,104.0,3,2.0,1,sabaneta sabaneta san jose
255000000,91.0,3,2.0,1,envigado envigado los naranjos
350000000,128.0,3,3.0,1,sabaneta sabaneta virgen del carmen
190000000,128.0,4,3.0,0,medellin barrio triste
300000000,95.0,3,2.0,0,itagui suramerica
250000000,180.0,4,2.0,0,itagui san jose
350000000,92.0,3,2.0,1,envigado las brujas
330000000,131.0,5,3.0,1,medellin los colores
148000000,112.0,3,2.0,0,medellin robledo
230000000,120.0,5,2.0,0,medellin buenos aires
305000000,110.0,5,3.0,1,medellin loma de los bernal
330000000,118.0,3,2.0,0,envigado mesa
205000000,107.0,4,2.0,0,itagui simon bolivar
250000000,112.0,3,2.0,1,medellin los colores
190000000,90.0,3,3.0,0,medellin belen
330000000,108.0,3,2.0,1,sabaneta aves maria
330000000,108.0,3,3.0,1,sabaneta aves maria
350000000,97.0,3,2.0,1,envigado camino verde
340000000,97.0,4,3.0,2,sabaneta vereda san jose
320000000,93.0,3,2.0,1,medellin belen
200000000,96.0,3,3.0,1,medellin buenos aires
270000000,100.0,5,3.0,1,medellin barrio triste
205000000,95.0,3,2.0,0,medellin laureles
240000000,115.0,3,2.0,0,sabaneta entreamigos
245000000,92.0,3,3.0,0,medellin calazans
290000000,102.0,3,2.0,2,sabaneta loma san remo
320000000,130.0,3,2.0,0,medellin floresta
260000000,97.0,3,2.0,1,medellin loma de los bernal
250000000,140.0,3,2.0,0,medellin florida nueva
350000000,101.0,3,2.0,1,medellin la aguacatala
260000000,114.0,5,3.0,0,medellin florida nueva
330000000,101.0,3,3.0,2,envigado loma de las brujas
220000000,90.0,4,3.0,0,medellin rodeo alto
350000000,126.0,4,3.0,2,envigado envigado av el poblado
320000000,95.0,4,2.0,1,la-estrella suramerica
295000000,106.0,3,2.0,0,envigado los naranjos
330000000,109.0,3,2.0,0,sabaneta edificio aves maria
280000000,100.0,3,2.0,1,medellin belen la palma
300000000,130.0,3,2.0,1,sabaneta cerca del hospital
350000000,130.0,4,3.0,0,medellin loma de los bernal
320000000,99.0,3,2.0,0,medellin aves maria
180000000,90.0,3,2.0,0,medellin floresta alcazares
320000000,133.0,4,3.0,1,medellin la america
320000000,128.0,3,3.0,1,la-estrella suramerica
345000000,142.0,3,2.0,2,envigado loma del escobero
330000000,110.0,3,3.0,0,medellin la mota
350000000,110.0,4,3.0,2,envigado la cuenca
242000000,135.0,3,3.0,1,medellin belen nueva villa del aburra
350000000,102.0,3,2.0,1,medellin laureles
330000000,138.0,3,3.0,1,medellin suramericana
250000000,105.0,3,2.0,0,medellin suroccidente
345000000,121.0,3,2.0,0,envigado alcala
200000000,110.0,3,2.0,1,medellin loreto
260000000,180.0,3,2.0,0,medellin belen san bernardo
270000000,102.0,3,3.0,1,medellin belen
350000000,151.0,4,3.0,1,medellin conquistadores
260000000,114.0,3,3.0,1,medellin belen
340000000,90.0,3,2.0,0,medellin belen
340000000,90.0,3,2.0,0,medellin belen
350000000,90.0,3,2.0,0,medellin belen
330000000,120.0,3,2.0,2,sabaneta el carmelo
350000000,128.0,3,3.0,1,medellin san german
145000000,128.0,3,3.0,1,medellin manrique
265000000,93.0,4,3.0,0,envigado el portal
210000000,109.0,4,3.0,0,medellin belen
300000000,100.0,3,2.0,1,medellin santa monica
265000000,96.0,4,3.0,1,medellin conquistadores
280000000,137.0,3,3.0,0,medellin santa lucia
345000000,90.0,3,2.0,1,medellin laureles
330000000,120.0,3,2.0,1,envigado obrero
315000000,94.0,3,3.0,1,medellin belen la palma
250000000,104.0,3,2.0,1,envigado mesa
320000000,132.0,4,3.0,1,medellin la castellana
280000000,145.0,5,2.0,1,medellin buenos aires
150000000,140.0,5,2.0,0,medellin nororiente
300000000,130.0,3,3.0,0,medellin laureles
185000000,110.0,4,2.0,0,medellin buenos aires
330000000,124.0,5,3.0,1,medellin carlos e restrepo
330000000,140.0,4,3.0,1,medellin la floresta
230000000,94.0,3,3.0,0,medellin america
300000000,110.0,3,3.0,1,sabaneta aves maria
320000000,130.0,3,3.0,1,medellin la mota
220000000,115.0,4,2.0,0,medellin campo valdes 1
340000000,147.26,3,3.0,1,medellin estadio
350000000,122.0,3,3.0,2,medellin loma de los bernal
240000000,90.0,3,2.0,1,medellin los colores
188000000,110.0,4,2.0,0,medellin buenos aires
265000000,147.0,5,3.0,1,medellin centro
210000000,119.0,4,3.0,0,medellin suroccidente
260000000,100.0,4,3.0,1,medellin santa fe
310000000,95.0,3,2.0,1,medellin la mota
340000000,130.0,3,2.0,1,medellin conquistadores
255000000,92.0,3,2.0,0,envigado alcala
300000000,127.0,4,2.0,1,medellin los colores
160000000,97.0,3,2.0,0,medellin villa hermosa
330000000,140.0,4,3.0,0,medellin floresta
310000000,126.0,5,3.0,0,medellin belen
175000000,100.0,4,2.0,0,medellin primavera
215000000,106.0,3,2.0,1,envigado trianon
320000000,117.0,3,3.0,0,sabaneta aves maria
298000000,125.0,3,2.0,0,medellin san joaquin
280000000,103.0,4,2.0,1,medellin laureles
345730000,98.0,3,2.0,1,envigado la primavera
345000000,112.0,4,3.0,2,envigado loma del barro
290000000,96.0,4,2.0,1,medellin laureles
350000000,141.0,4,2.0,0,envigado alcala
300000000,138.0,3,2.0,1,medellin simon bolivar
345000000,102.0,4,3.0,1,medellin la castellana
330000000,180.0,5,2.0,0,medellin la castellana
335000000,95.0,3,2.0,0,envigado loma del escobero
290000000,90.0,3,3.0,1,medellin laureles
275000000,96.0,3,3.0,0,medellin san joaquin
350000000,120.0,3,2.0,1,medellin la pilarica
170000000,100.0,4,2.0,0,medellin suroccidente
255000000,93.0,3,2.0,1,medellin belen
135000000,110.0,4,3.0,1,medellin robledo
310000000,104.0,4,3.0,1,medellin la pilarica
288000000,98.0,3,2.0,0,medellin belen san bernardo
310000000,100.0,3,2.0,1,medellin calasanz
280000000,117.0,3,2.0,1,envigado las antillas
350000000,95.0,3,2.0,1,envigado otraparte
350000000,150.0,3,2.0,1,medellin estadio
210000000,98.0,3,2.0,1,la-estrella la ferreria
300000000,96.0,3,2.0,1,sabaneta aves maria
295000000,103.0,3,3.0,0,medellin loma de los bernal
205000000,98.0,3,2.0,0,sabaneta restrepo naranjo
295000000,103.0,3,3.0,0,medellin loma de los bernal
270000000,96.0,3,2.0,1,sabaneta aves maria
350000000,100.0,3,2.0,1,sabaneta aves maria
265000000,123.0,4,2.0,0,medellin laureles
160000000,92.0,3,2.0,0,medellin aranjuez
305000000,90.0,3,2.0,1,itagui suramerica
250000000,130.0,4,3.0,0,medellin nororiente
290000000,140.0,4,3.0,1,medellin simon bolivar
270000000,130.0,3,3.0,0,medellin la america
320000000,97.0,3,3.0,1,medellin belen la palma
220000000,120.0,3,2.0,0,medellin manrique
330000000,90.0,3,2.0,2,medellin calasanz
280000000,98.0,3,3.0,1,medellin nueva villa aburra
210000000,132.0,5,2.0,0,medellin belen san bernardo
298000000,128.0,4,2.0,0,medellin san joaquin
340000000,97.0,3,2.0,2,envigado camino verde
240000000,122.0,5,2.0,2,medellin calasanz
270000000,117.0,4,2.0,0,medellin florida nueva
187000000,94.0,3,2.0,0,medellin belen san bernardo
260000000,90.0,3,2.0,0,medellin simon bolivar
320000000,95.0,3,2.0,0,envigado la pradera
350000000,110.0,4,3.0,1,medellin guayabal
280000000,92.0,4,3.0,1,medellin suroccidente
195000000,120.0,4,2.0,2,itagui yarumito
230000000,174.0,4,3.0,0,medellin belen
350000000,96.0,3,2.0,1,envigado loma del escobero
165000000,105.0,4,2.0,0,medellin robledo
340000000,115.0,3,3.0,1,medellin simon bolivar
200000000,120.0,3,3.0,0,envigado señorial
295000000,110.0,3,2.0,0,medellin simon bolivar
250000000,94.0,3,2.0,1,medellin calasanz
330000000,96.48,3,2.0,1,medellin belen
190000000,134.0,3,2.0,0,medellin san cristobal
340000000,97.0,3,2.0,1,envigado san misael
275000000,110.0,4,3.0,1,envigado el dorado
162000000,90.0,3,2.0,0,medellin robledo
205000000,110.0,3,3.0,1,medellin prado
295000000,90.0,3,2.0,1,sabaneta sabaneta
150000000,150.0,5,2.0,0,medellin manrique
255000000,90.0,3,2.0,1,medellin santa monica
310000000,109.0,5,2.0,1,medellin la castellana
250000000,104.0,3,2.0,0,medellin campo amor
270000000,132.0,3,2.0,0,medellin boston
280000000,194.0,5,3.0,0,medellin prado
340000000,160.0,3,2.0,1,medellin laureles
350000000,193.0,5,3.0,1,medellin santa monica
300000000,155.0,3,3.0,0,medellin florida nueva
185000000,120.0,5,2.0,0,envigado la paz
340000000,127.0,3,3.0,2,medellin laureles
330000000,170.0,4,2.0,0,medellin la palma
260000000,138.0,5,3.0,1,medellin calasanz
320000000,150.0,3,3.0,1,medellin guayabal
298000000,125.0,3,3.0,0,medellin san joaquin
285000000,90.0,3,2.0,0,medellin belen san bernardo
310000000,127.0,4,2.0,1,medellin loma de los bernal
330000000,99.0,3,2.0,1,sabaneta aves maria
330000000,94.0,4,3.0,1,envigado zuñiga
200000000,164.0,4,2.0,0,medellin campo valdes
270000000,135.0,4,3.0,1,medellin san javier
300000000,105.0,3,3.0,0,medellin la america
328000000,97.0,3,2.0,1,medellin belen la palma
315000000,95.0,3,2.0,1,medellin belen la mota
314000000,90.0,3,2.0,1,la-estrella la aldea
300000000,96.0,3,2.0,0,sabaneta aves maria
170000000,102.0,3,2.0,0,medellin buenos aires
245000000,100.0,4,3.0,0,medellin la castellana
290000000,90.0,3,2.0,1,envigado la paz
305000000,110.0,5,3.0,0,medellin loma de los bernal
315000000,137.0,4,2.0,1,medellin loma de los bernal
230000000,178.0,4,3.0,0,medellin belen san bernardo
280000000,94.0,3,2.0,0,sabaneta holanda
350000000,156.0,4,3.0,0,envigado alcala
205000000,162.0,3,2.0,0,medellin florencia
200000000,120.0,5,3.0,0,medellin aranjuez
299000000,118.0,4,3.0,1,medellin belen
300000000,109.0,3,2.0,0,medellin belen alameda
198000000,105.0,3,2.0,2,envigado los benedictinos
250000000,133.0,4,2.0,0,itagui santa maria n 2
320000000,120.0,5,2.0,0,envigado alcala
330000000,92.0,3,2.0,0,sabaneta las lomitas
230000000,94.0,4,2.0,0,envigado los naranjos
298000000,100.0,3,3.0,1,envigado el portal
160000000,112.0,4,2.0,0,medellin robledo
270000000,135.0,4,2.0,0,medellin belen san bernardo
230000000,104.0,4,2.0,0,sabaneta holanda
350000000,107.0,4,2.0,1,envigado las antillas
245000000,142.0,4,2.0,0,medellin florida nueva
270000000,130.0,4,2.0,0,medellin belen
280000000,93.0,3,2.0,0,envigado el dorado
319990000,97.0,4,3.0,1,medellin simon bolivar
230000000,96.0,3,2.0,0,medellin belen
347000000,141.0,4,3.0,1,medellin conquistadores
300000000,93.0,3,2.0,1,envigado zuñiga
280000000,110.0,3,2.0,0,envigado alcala
300000000,113.0,3,3.0,1,medellin calasanz
220000000,90.0,3,2.0,1,medellin la pilarica
210000000,98.0,3,2.0,0,medellin santa monica
295000000,95.0,3,2.0,1,sabaneta calle del banco
150000000,156.0,3,2.0,1,medellin castilla
350000000,93.0,4,2.0,1,medellin los colores
230000000,133.0,4,3.0,0,envigado primavera
159000000,130.0,3,2.0,0,medellin buenos aires
350000000,127.0,3,3.0,2,medellin los colores
265000000,93.0,4,3.0,1,medellin belen la palma
250000000,111.0,3,3.0,0,medellin florida nueva
320000000,90.0,3,3.0,1,medellin loma de los bernal
320000000,180.0,5,2.0,1,medellin san bernardo
285000000,90.0,3,2.0,1,medellin almeria
240000000,98.0,5,3.0,1,medellin calasanz
320000000,130.0,3,3.0,0,sabaneta aves maria
345000000,92.0,3,3.0,2,envigado cumbres
240000000,116.0,4,2.0,0,itagui las mercedes
340000000,92.0,3,2.0,1,envigado castillejos
300000000,116.0,3,2.0,1,medellin la castellana
315000000,93.0,3,2.0,1,envigado loma del escobero
320000000,128.0,4,3.0,1,medellin calasanz
280000000,180.0,5,3.0,0,medellin la america
350000000,186.0,4,3.0,0,medellin belen
315000000,130.0,3,3.0,1,medellin conquistadores
280000000,139.0,4,2.0,1,medellin calasanz
308000000,90.0,3,2.0,1,sabaneta loma de san jose
315000000,104.0,3,3.0,1,medellin loma de los bernal
300000000,93.0,3,2.0,2,sabaneta san jose
340000000,90.0,3,2.0,1,medellin laureles
270000000,90.0,3,2.0,1,medellin laureles
310000000,90.0,3,2.0,0,sabaneta virgen del carmen
260000000,110.0,4,2.0,1,medellin belen
200000000,136.0,4,2.0,0,medellin belen
330000000,120.0,4,3.0,1,medellin loma de los bernal
220000000,120.0,4,2.0,1,medellin belen
298000000,125.0,4,3.0,0,medellin san joaquin
320000000,93.0,3,3.0,1,sabaneta aves maria
305000000,150.0,3,3.0,0,medellin simon bolivar
345000000,150.0,3,3.0,0,envigado la paz
315000000,95.0,3,2.0,1,sabaneta san antonio
330000000,141.0,3,2.0,0,medellin los parra
305000000,90.0,3,2.0,1,envigado la paz espectacular apartamento
350000000,101.0,3,2.0,1,medellin simon bolivar
300000000,117.0,5,3.0,1,medellin loma del indio
270000000,124.0,4,2.0,0,medellin carlos e restrepo
340000000,97.0,4,2.0,1,envigado la paz
120000000,94.0,3,2.0,0,medellin robledo
329000000,114.0,3,3.0,1,sabaneta aves maria
325000000,95.0,3,2.0,0,sabaneta vereda san jose
290000000,91.0,3,2.0,1,sabaneta holanda
342000000,91.0,3,3.0,2,envigado dorado
350000000,154.0,3,3.0,0,medellin estadio
290000000,96.0,4,3.0,1,itagui suramerica
275000000,110.0,4,3.0,1,medellin simon bolivar
330000000,140.0,3,2.0,1,medellin castropol
335000000,100.0,3,3.0,1,medellin la castellana
130000000,99.0,4,2.0,0,medellin robledo
240000000,97.0,3,2.0,0,medellin las playas
160000000,90.0,3,2.0,1,medellin prado
345000000,110.0,3,2.0,2,medellin loma de los bernal
310000000,142.0,4,3.0,1,medellin calasanz
204000000,94.0,4,2.0,0,medellin san joaquin
335000000,91.0,3,2.0,0,sabaneta aves maria
280000000,110.0,4,2.0,1,medellin calasanz
265000000,90.0,3,2.0,1,medellin loma de los bernal
260000000,160.0,5,3.0,0,medellin el salvador
320000000,117.0,3,3.0,1,medellin velodromo
255000000,126.0,4,2.0,0,medellin las palmas
280000000,145.0,5,2.0,2,medellin buenos aires
320000000,123.0,3,2.0,1,envigado el dorado
350000000,135.0,4,3.0,2,medellin el poblado
260000000,90.0,3,2.0,1,envigado alcala
270000000,124.0,4,2.0,0,medellin carlos e restrepo
325000000,106.0,3,2.0,1,sabaneta aves maria
268000000,140.0,4,3.0,1,medellin los colores
255000000,117.0,4,2.0,0,medellin belen san bernardo
300000000,120.0,3,2.0,1,medellin la pilarica
270000000,114.0,4,2.0,0,medellin guayabal
260000000,145.0,3,3.0,1,medellin belen parque
269990000,160.0,3,3.0,1,medellin boston
250000000,110.0,3,3.0,1,envigado intermedia envigado
316000000,91.0,3,2.0,1,sabaneta vereda las lomitas
280000000,129.0,5,3.0,0,medellin robledo cordoba
165000000,110.0,4,2.0,0,medellin centro cundinamarca
310000000,92.0,3,2.0,1,medellin los colores
190000000,160.0,3,2.0,0,medellin barrio cristobal
285000000,99.0,3,3.0,1,envigado los naranjos
245000000,135.0,4,2.0,0,medellin robledo
340000000,100.0,3,2.0,1,medellin el poblado
300000000,145.0,3,2.0,1,medellin la pilarica
340000000,90.0,3,2.0,1,medellin loma de los bernal
350000000,92.0,3,2.0,2,envigado loma de cumbres
280000000,130.0,5,3.0,2,medellin el velodromo
260000000,100.0,4,3.0,0,envigado el dorado
260000000,110.17,3,2.0,1,medellin la castellana
350000000,134.0,3,3.0,1,medellin los colores
240000000,93.0,3,2.0,2,medellin calasanz
245000000,93.0,3,2.0,1,medellin belen rosales
155000000,110.0,4,2.0,1,medellin girardot
320000000,110.0,3,3.0,1,sabaneta holanda
160000000,130.0,5,2.0,0,medellin pedregal
215000000,97.0,3,2.0,0,medellin suroccidente
240000000,96.0,4,2.0,1,medellin santa monica
289000000,94.0,3,2.0,1,envigado el dorado
300000000,108.0,3,2.0,1,sabaneta entreamigos
280000000,200.0,4,2.0,0,medellin buenos aires
190000000,140.0,3,3.0,0,itagui santa maria
290000000,90.0,3,2.0,1,envigado la paz
245000000,150.0,3,3.0,0,envigado la paz
175000000,92.0,3,2.0,1,envigado la paz
240000000,90.0,3,2.0,1,envigado suramericana
340000000,140.0,3,3.0,0,envigado el trianon
280000000,110.0,3,2.0,0,sabaneta aves maria
310000000,94.0,3,2.0,1,medellin loma de los bernal
300000000,106.0,3,3.0,0,envigado el dorado
235000000,94.0,3,3.0,1,envigado envigado loma del chocho
340000000,100.0,4,2.0,2,medellin conquistadores
190000000,110.0,3,2.0,0,medellin belen
220000000,112.0,3,2.0,0,medellin guayabal
295000000,95.0,4,2.0,1,la-estrella suramerica
230000000,112.0,3,2.0,0,medellin centro
320000000,110.0,3,2.0,0,sabaneta aves marias
305000000,92.0,3,2.0,0,sabaneta aves marias
172000000,168.0,4,2.0,0,medellin san antonio de prado
350000000,97.0,3,3.0,1,envigado alcala
350000000,100.0,3,3.0,1,envigado alcala
350000000,105.0,3,2.0,1,envigado alcala
350000000,100.0,3,2.0,0,medellin simon bolivar
325000000,101.0,3,2.0,0,envigado andalucia
135000000,100.0,4,2.0,0,medellin buenos aires
260000000,160.0,3,2.0,0,medellin barrio santafe
300000000,116.0,3,3.0,1,sabaneta los alcazares
340000000,154.0,3,3.0,1,envigado el dorado
240000000,98.0,3,2.0,1,envigado el portal
298000000,98.0,3,2.0,1,medellin loma de los bernal
210000000,94.0,3,2.0,0,envigado b margaritas
310000000,115.0,3,2.0,1,envigado la magnolia
320000000,160.0,4,3.0,0,sabaneta sabaneta
277000000,110.0,3,2.0,1,envigado barrio mesa
160000000,98.0,3,2.0,0,medellin belen san bernardo
330000000,122.0,3,2.0,1,sabaneta aves maria
325000000,106.0,3,2.0,0,sabaneta aves marias
285000000,116.0,4,3.0,1,medellin simon bolivar
290000000,140.0,4,3.0,1,medellin calasanz
220000000,91.0,3,2.0,0,la-estrella alameda
350000000,94.0,4,3.0,1,envigado otra parte
335000000,97.0,3,2.0,1,medellin simon bolivar
254000000,142.0,4,3.0,0,medellin los colores
280000000,95.0,3,2.0,0,itagui suramerica
310000000,110.0,3,2.0,0,medellin laureles
270000000,130.0,3,2.0,0,medellin santa monica
340000000,92.0,3,2.0,0,sabaneta aves maria
270000000,90.5,3,2.0,1,medellin laureles
190000000,107.0,3,2.0,0,medellin belen
320000000,104.0,3,3.0,1,medellin belen loma de los bernal
290000000,90.0,3,2.0,1,envigado la paz
320000000,101.0,3,2.0,2,envigado ciudadela real
290000000,95.0,3,2.0,1,la-estrella suramerica
305000000,110.0,3,3.0,1,medellin conquistadores
270000000,106.0,4,3.0,1,medellin simon bolivar
345000000,150.0,4,3.0,1,medellin estadio
240000000,99.0,4,3.0,1,medellin la castellana
185000000,94.0,3,2.0,0,medellin belen
270000000,126.0,3,2.0,0,envigado las flores
340000000,118.0,3,3.0,1,medellin belen loma de los bernal
290000000,130.0,3,2.0,1,envigado envigado los naranjos
335000000,91.77,3,2.0,1,sabaneta aves maria
310000000,113.0,3,2.0,1,medellin simon bolivar
295000000,92.0,3,2.0,1,envigado barrio mesa
300000000,134.0,4,3.0,0,medellin la mota
187000000,107.0,3,2.0,0,medellin belen san bernardo
285000000,90.0,3,2.0,1,medellin loma de los bernal
310000000,100.0,3,3.0,1,envigado la frontera
250000000,141.0,3,2.0,0,medellin villa hermosa
340000000,100.0,4,3.0,2,envigado loma de las brujas
330000000,94.0,3,2.0,0,envigado escobero
200000000,112.0,4,2.0,0,medellin suroccidente
350000000,99.0,3,3.0,1,envigado loma del esmeraldal
242000000,93.0,3,3.0,1,medellin calasanz
190000000,180.0,4,2.0,0,medellin prado
320000000,92.0,3,2.0,1,medellin laureles
120000000,100.0,5,2.0,0,medellin robledo
300000000,117.0,3,3.0,1,sabaneta cerca al parque
195000000,102.0,4,3.0,0,medellin calasanz
290000000,128.0,4,2.0,1,medellin centro
310000000,90.0,3,2.0,1,medellin loma de los bernal
180000000,98.0,3,2.0,0,medellin aranjuez
350000000,92.0,3,2.0,1,envigado las brujas
340000000,97.0,3,2.0,2,envigado envigado camino verde
280000000,101.0,3,2.0,0,medellin la castellana
260000000,110.0,3,3.0,2,medellin los colores
170000000,168.0,4,2.0,0,medellin jesus nazareno
290000000,103.0,3,2.0,0,medellin la america
258000000,120.0,3,3.0,0,medellin laureles
185000000,115.0,4,3.0,0,medellin carretero
180000000,158.0,4,2.0,0,medellin belen
265000000,135.0,3,2.0,1,medellin boston
130000000,90.0,4,2.0,0,medellin robledo
328000000,127.0,3,2.0,1,sabaneta la doctora
190000000,110.0,4,2.0,2,itagui yarumito
160000000,90.0,4,2.0,0,medellin robledo
260622212,90.0,3,3.0,1,medellin la mota
280000000,100.0,3,2.0,0,medellin calasanz
270000000,103.64,4,3.0,1,medellin simon bolivar
325000000,90.0,3,2.0,1,medellin belen loma de los bernal
200000000,106.0,3,2.0,1,medellin la america
280000000,138.0,4,2.0,1,medellin calasanz
175000000,97.0,4,2.0,0,envigado el trianon
265000000,106.0,3,2.0,1,envigado envigado los naranjos 2
350000000,90.0,3,2.0,1,sabaneta loma de san jose
270000000,102.0,3,2.0,0,sabaneta entreamigos
340000000,133.0,3,3.0,1,medellin florida nueva
310000000,118.0,4,3.0,1,medellin laureles
170000000,160.0,4,2.0,0,medellin aranjuez
330000000,92.0,3,2.0,1,sabaneta san pio
265000000,110.0,3,3.0,0,medellin la castellana
250000000,90.0,3,3.0,0,medellin florida nueva
260000000,92.0,3,2.0,1,medellin la pilarica
315000000,137.0,4,2.0,1,medellin loma de los bernal
300000000,149.0,3,2.0,1,medellin conquistadores
270000000,90.0,3,2.0,0,medellin belen
325000000,140.0,3,2.0,1,la-estrella la ferreria
320000000,91.0,3,3.0,1,medellin belen loma de los bernal
300000000,132.0,5,2.0,2,medellin la castellana
300000000,149.0,3,3.0,1,medellin conquistadores
300000000,90.0,4,3.0,1,medellin la mota
310000000,108.0,5,3.0,0,itagui santa maria n 1
350000000,158.0,4,2.0,0,envigado alcala
310000000,134.0,3,2.0,0,sabaneta aves maria
305000000,99.0,3,2.0,1,sabaneta aves maria
350000000,115.0,4,2.0,1,envigado bosques de zuñiga
290000000,114.0,4,2.0,0,itagui san gabriel
300000000,114.0,3,3.0,1,envigado trianon
320000000,112.0,3,3.0,2,medellin loma de los bernal
350000000,91.0,3,2.0,0,medellin poblado
330000000,112.0,3,3.0,2,sabaneta aves marias
300000000,124.0,4,3.0,1,medellin villa nueva
260000000,140.0,4,3.0,1,medellin calasanz
280000000,165.0,4,3.0,1,medellin centro de medellin
290000000,130.0,3,2.0,1,envigado las antillas
310000000,110.0,3,2.0,1,medellin laureles
310000000,110.0,3,2.0,1,medellin laureles
350000000,127.0,3,3.0,2,medellin laureles
290000000,115.0,3,2.0,1,medellin simon bolivar
330000000,95.0,3,3.0,1,envigado otra parte
277000000,92.0,3,2.0,0,medellin simon bolivar
215000000,153.0,4,2.0,0,medellin belen san bernardo
260000000,97.0,3,3.0,0,envigado el dorado
350000000,122.0,3,3.0,1,medellin loma de los bernal
263000000,130.0,4,3.0,0,medellin estadio
285000000,95.0,3,2.0,0,sabaneta aves maria
265000000,110.0,3,2.0,1,envigado el consuelo
340000000,145.0,4,3.0,2,medellin san javier
330000000,93.0,3,2.0,0,envigado loma del escobero
150000000,96.0,4,2.0,0,itagui guayabalia
340000000,198.0,4,2.0,0,medellin calasanz
350000000,95.0,3,2.0,1,envigado alcala
255000000,92.0,4,3.0,2,medellin la floresta
340000000,108.0,3,3.0,0,medellin belen la gloria
350000000,90.0,3,2.0,0,envigado cumbres
270000000,147.0,3,2.0,0,medellin el salvador
339000000,95.0,3,2.0,1,medellin la floresta
250000000,90.0,3,2.0,1,envigado las flores
187000000,97.0,3,2.0,0,itagui parque obrero
325000000,104.0,3,3.0,1,medellin loma de los bernal
270000000,97.0,3,2.0,1,medellin belen la mota
200000000,117.0,3,2.0,0,medellin la america
325000000,97.0,3,3.0,1,medellin belen la palma
250000000,92.0,4,2.0,1,medellin simon bolivar
125000000,90.0,3,2.0,0,medellin el salvador
340000000,92.0,3,3.0,1,envigado el esmeraldal
158000000,96.0,4,2.0,0,medellin robledo
155000000,98.0,4,3.0,0,medellin buenos aires
335000000,94.0,3,2.0,1,medellin simon bolivar
345000000,115.0,4,2.0,1,envigado zuñiga
215000000,90.0,5,2.0,1,medellin belen la palma
298000000,100.0,3,3.0,1,envigado el portal
330000000,95.0,4,3.0,1,envigado otra parte
250000000,110.0,4,2.0,0,medellin buenos aires
310000000,95.0,3,2.0,1,medellin laureles
340000000,91.0,3,3.0,2,medellin loma de los bernal
350000000,99.76,3,2.0,1,medellin suroriente
300000000,130.0,5,2.0,0,medellin campo amor
350000000,92.0,3,2.0,1,envigado la paz
280000000,90.0,3,2.0,1,envigado envigado
298000000,100.0,3,3.0,1,envigado el portal
340000000,96.0,3,2.0,1,envigado loma del esmaraldal
320000000,128.0,5,3.0,1,medellin calasanz
235000000,113.0,4,2.0,1,medellin santa lucia
330000000,165.0,3,3.0,0,medellin floresta
210000000,92.0,4,2.0,0,sabaneta paso ancho
340000000,90.0,3,2.0,1,la-estrella la-estrella
340000000,90.0,3,2.0,0,medellin laureles nogal
350000000,107.0,4,2.0,1,envigado las antillas
180000000,118.0,3,2.0,0,medellin buenos aires
350000000,119.0,3,3.0,2,medellin loma de los bernal
340000000,134.0,3,3.0,1,medellin los colores
350000000,94.0,4,2.0,2,medellin belen
300000000,94.0,3,2.0,1,medellin belen loma de los bernal
345000000,160.0,3,3.0,2,medellin belen
150000000,142.0,4,2.0,0,medellin robledo
